"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad","replanificacion","camiones","replan_time","lastDate","idCamion","startSlot","endSlot"
"2105AR106-001",-7.24141,43.29416,-7.24625,43.38318,M3,0,49,,2022-08-25 14:00:00.000,"2022-09-01",,"14:00","18:00"
"1906AR211-003",-7.32485,43.46029,-7.3023,43.48845,M2,0,31,,2022-08-16 14:00:00.000,"2022-08-20",,"14:00","18:00"
"2207AR083-001",-7.41437,43.68367,-8.74727,42.4448,M1,0,3,,2022-08-02 14:00:00.000,"2022-08-08",,"14:00","18:00"
"1907AR482-003",-7.49583,43.69084,-7.26201,43.46536,M2,0,5,,2022-08-03 14:00:00.000,"2022-08-11",,"14:00","18:00"
"2204AR019-005",-7.08276,43.41426,-7.8102,43.61833,M0,0,34,,2022-08-18 08:00:00.000,"2022-08-24",,"14:00","18:00"
"1907AR549-001",-7.40708,43.64521,-7.30062,43.50123,M2,0,36,,2022-08-19 08:00:00.000,"2022-08-27",,"14:00","18:00"
"1920AR007-001",-7.72956,42.98804,-7.25887,43.46091,M2,0,14,,2022-08-08 08:00:00.000,"2022-08-16",,"14:00","18:00"
"2105AR095-010",-7.07297,43.48839,-7.29721,43.50349,M3,0,7,,2022-08-04 14:00:00.000,"2022-08-09",,"14:00","18:00"
"1905AR050-001",-7.23536,43.40747,-7.63158,43.60708,M2,0,18,,2022-08-10 08:00:00.000,"2022-08-19",,"14:00","18:00"
"1905AR050-002",-7.21513,43.41911,-7.63258,43.60767,M2,0,12,,2022-08-07 08:00:00.000,"2022-08-13",,"14:00","18:00"
"2003AR120-004",-6.03363,43.50421,-8.51816,42.68377,M3,0,31,,2022-08-16 14:00:00.000,"2022-08-22",,"14:00","18:00"
"2207AR088-002",-7.61234,43.572,-8.73317,42.44776,M1,0,37,,2022-08-19 14:00:00.000,"2022-08-26",,"14:00","18:00"
"2207AR087-007",-7.42043,43.64295,-8.73641,42.44409,M1,0,37,,2022-08-19 14:00:00.000,"2022-08-22",,"14:00","18:00"
"2207AR087-006",-7.42024,43.64186,-8.73458,42.44379,M1,0,45,,2022-08-23 14:00:00.000,"2022-08-29",,"14:00","18:00"
"1905AR054-004",-7.21523,43.41906,-7.63536,43.60833,M2,0,32,,2022-08-17 08:00:00.000,"2022-08-25",,"14:00","18:00"
"1706AR108-001",-7.26515,43.45445,-8.74358,42.06953,M2,0,43,,2022-08-22 14:00:00.000,"2022-08-26",,"14:00","18:00"
"2214AR018-002",-8.59709,42.83791,-8.63766,43.01485,M1,0,40,,2022-08-21 08:00:00.000,"2022-08-26",,"14:00","18:00"
"2105AR117-016",-7.33163,43.59642,-7.0865,43.40977,M2,0,17,,2022-08-09 14:00:00.000,"2022-08-13",,"14:00","18:00"
"1807AR751-005",-7.39594,43.47258,-8.74245,43.11205,M2,0,13,,2022-08-07 14:00:00.000,"2022-08-11",,"14:00","18:00"
"2206AR061-003",-7.45742,43.55628,-8.30995,42.1348,M1,0,8,,2022-08-05 08:00:00.000,"2022-08-11",,"14:00","18:00"
"1905AR054-002",-7.20547,43.41665,-7.63589,43.60843,M2,0,30,,2022-08-16 08:00:00.000,"2022-08-22",,"14:00","18:00"
"1705AR123-001",-7.27177,43.49261,-8.58883,42.21689,M2,0,19,,2022-08-10 14:00:00.000,"2022-08-17",,"14:00","18:00"
"1721AR032-003",-7.23848,43.23681,-8.69607,42.03437,M2,0,23,,2022-08-12 14:00:00.000,"2022-08-20",,"14:00","18:00"
"1806AR195-001",-7.31339,43.43262,-8.74247,42.05659,M2,0,44,,2022-08-23 08:00:00.000,"2022-09-01",,"14:00","18:00"
"1806AR219-007",-7.25704,43.46136,-8.7586,42.04892,M2,0,30,,2022-08-16 08:00:00.000,"2022-08-23",,"14:00","18:00"
"2005AR050-003",-7.26496,43.50197,-7.23111,43.40682,M2,0,6,,2022-08-04 08:00:00.000,"2022-08-07",,"14:00","18:00"
"2005AR064-001",-7.26873,43.47986,-7.20682,43.40984,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-22",,"14:00","18:00"
"2005AR050-004",-7.27839,43.48979,-7.21551,43.41537,M2,0,34,,2022-08-18 08:00:00.000,"2022-08-22",,"14:00","18:00"
"1805AR223-001",-7.07007,43.51945,-8.69327,42.01942,M2,0,4,,2022-08-03 08:00:00.000,"2022-08-06",,"14:00","18:00"
"2105AR052-001",-7.21159,43.48229,-7.53971,43.61242,M3,0,8,,2022-08-05 08:00:00.000,"2022-08-10",,"14:00","18:00"
"1806AR178-006",-7.25507,43.41969,-8.72677,42.04819,M2,0,24,,2022-08-13 08:00:00.000,"2022-08-17",,"14:00","18:00"
"1721AR073-002",-7.2083,43.2135,-8.70266,41.98572,M2,0,17,,2022-08-09 14:00:00.000,"2022-08-13",,"14:00","18:00"
"2105AR117-034",-7.35802,43.58838,-7.07884,43.42813,M2,0,35,,2022-08-18 14:00:00.000,"2022-08-23",,"14:00","18:00"
"2107AR141-010",-7.56229,43.60527,-8.83994,42.10954,M3,0,28,,2022-08-15 08:00:00.000,"2022-08-24",,"14:00","18:00"
"2005AR045-005",-7.23171,43.40793,-7.22331,43.41028,M2,0,10,,2022-08-06 08:00:00.000,"2022-08-12",,"14:00","18:00"
"1806AR175-003",-7.3039,43.44359,-8.72795,42.02069,M2,0,37,,2022-08-19 14:00:00.000,"2022-08-28",,"14:00","18:00"
"1906AR209-012",-7.24924,43.42907,-7.30249,43.4931,M2,0,17,,2022-08-09 14:00:00.000,"2022-08-13",,"14:00","18:00"
"1905AR148-001",-7.22191,43.4003,-7.39741,43.63713,M2,0,14,,2022-08-08 08:00:00.000,"2022-08-17",,"14:00","18:00"
"2204AR049-013",-7.08281,43.42217,-7.79476,43.62595,M0,0,29,,2022-08-15 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2204AR019-006",-7.09556,43.41162,-7.79585,43.62141,M0,0,47,,2022-08-24 14:00:00.000,"2022-08-27",,"14:00","18:00"
"2204AR019-004",-7.07619,43.43985,-7.8122,43.61611,M0,0,11,,2022-08-06 14:00:00.000,"2022-08-11",,"14:00","18:00"
"1905AR129-001",-7.23889,43.51775,-7.44944,43.69091,M2,0,46,,2022-08-24 08:00:00.000,"2022-08-27",,"14:00","18:00"
"1905AR125-001",-7.23857,43.51771,-7.56757,43.67647,M2,0,12,,2022-08-07 08:00:00.000,"2022-08-11",,"14:00","18:00"
"1806AR219-009",-7.2714,43.45187,-8.76315,42.04503,M2,0,10,,2022-08-06 08:00:00.000,"2022-08-12",,"14:00","18:00"
"2212AR122-001",-8.76103,43.09154,-8.67545,43.07451,M1,0,0,,2022-08-01 08:00:00.000,"2022-08-06",,"14:00","18:00"
"2107AR196-003",-7.41391,43.68156,-8.24952,42.22057,M3,0,32,,2022-08-17 08:00:00.000,"2022-08-26",,"14:00","18:00"
"2020AR053-001",-7.52985,43.11334,-7.67721,43.58059,M3,0,11,,2022-08-06 14:00:00.000,"2022-08-11",,"14:00","18:00"
"2020AR008-002",-7.73514,42.96884,-7.5128,43.65952,M3,0,5,,2022-08-03 14:00:00.000,"2022-08-07",,"14:00","18:00"
"2004AR079-005",-7.16322,43.40521,-7.28176,43.36847,M2,0,2,,2022-08-02 08:00:00.000,"2022-08-07",,"14:00","18:00"
"2212AR121-005",-8.84213,43.08002,-8.6377,43.02745,M1,0,4,,2022-08-03 08:00:00.000,"2022-08-06",,"14:00","18:00"
"2212AR095-005",-8.73385,43.11086,-8.72792,42.56341,M1,0,16,,2022-08-09 08:00:00.000,"2022-08-13",,"14:00","18:00"
"1606AR171-002",-7.3616,43.45571,-7.31016,43.43843,M2,0,25,,2022-08-13 14:00:00.000,"2022-08-16",,"14:00","18:00"
"2212AR095-004",-8.73467,43.11183,-8.73511,42.5633,M1,0,29,,2022-08-15 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2107AR141-012",-7.5608,43.60698,-8.58328,42.09546,M3,0,8,,2022-08-05 08:00:00.000,"2022-08-09",,"14:00","18:00"
"1806AR230-002",-7.40017,43.50384,-8.8453,41.92558,M2,0,30,,2022-08-16 08:00:00.000,"2022-08-22",,"14:00","18:00"
"1806AR178-002",-7.26661,43.42765,-8.75063,42.04162,M2,0,18,,2022-08-10 08:00:00.000,"2022-08-17",,"14:00","18:00"
"2105AR053-001",-7.2087,43.48074,-7.5398,43.612,M3,0,6,,2022-08-04 08:00:00.000,"2022-08-11",,"14:00","18:00"
"1821AR061-009",-7.20033,43.21311,-8.80572,43.02703,M2,0,24,,2022-08-13 08:00:00.000,"2022-08-20",,"14:00","18:00"
"2007AR233-001",-7.48612,43.65811,-8.90173,43.13034,M3,0,22,,2022-08-12 08:00:00.000,"2022-08-16",,"14:00","18:00"
"1821AR061-007",-7.20689,43.21387,-8.73523,43.03774,M2,0,46,,2022-08-24 08:00:00.000,"2022-08-29",,"14:00","18:00"
"2212AR111-003",-8.71141,43.16337,-8.67552,43.07308,M1,0,20,,2022-08-11 08:00:00.000,"2022-08-19",,"14:00","18:00"
"1906AR209-003",-7.30086,43.43532,-7.28673,43.40813,M2,0,10,,2022-08-06 08:00:00.000,"2022-08-10",,"14:00","18:00"
"1907AR375-005",-7.63175,43.70264,-7.47108,43.55573,M2,0,2,,2022-08-02 08:00:00.000,"2022-08-08",,"14:00","18:00"
"1805AR272-003",-7.26508,43.47661,-8.7267,42.0219,M2,0,20,,2022-08-11 08:00:00.000,"2022-08-15",,"14:00","18:00"
"1806AR158-004",-7.31126,43.46395,-8.72785,42.02476,M2,0,20,,2022-08-11 08:00:00.000,"2022-08-17",,"14:00","18:00"
"1807AR650-032",-7.59412,43.5906,-8.62606,42.97203,M2,0,45,,2022-08-23 14:00:00.000,"2022-08-29",,"14:00","18:00"
"1807AR650-030",-7.58551,43.5811,-8.63211,42.97162,M2,0,19,,2022-08-10 14:00:00.000,"2022-08-16",,"14:00","18:00"
"2007AR322-002",-7.64252,43.53921,-8.09382,43.65209,M3,0,31,,2022-08-16 14:00:00.000,"2022-08-20",,"14:00","18:00"
"2212AR101-004",-8.83625,43.14799,-8.6113,42.98208,M1,0,34,,2022-08-18 08:00:00.000,"2022-08-26",,"14:00","18:00"
"1904AR090-025",-7.1695,43.38462,-8.06007,43.64212,M2,0,38,,2022-08-20 08:00:00.000,"2022-08-28",,"14:00","18:00"
"2105AR070-001",-7.16618,43.29321,-7.30472,43.49129,M3,0,11,,2022-08-06 14:00:00.000,"2022-08-09",,"14:00","18:00"
"1806AR178-004",-7.26345,43.42177,-8.75292,42.04188,M2,0,38,,2022-08-20 08:00:00.000,"2022-08-23",,"14:00","18:00"
"1905AR175-001",-7.23075,43.47164,-7.46976,43.62989,M2,0,40,,2022-08-21 08:00:00.000,"2022-08-30",,"14:00","18:00"
"2212AR095-013",-8.91054,42.97069,-8.60513,42.97355,M1,0,11,,2022-08-06 14:00:00.000,"2022-08-13",,"14:00","18:00"
"1807AR650-046",-7.59634,43.5992,-8.62483,42.97736,M2,0,8,,2022-08-05 08:00:00.000,"2022-08-14",,"14:00","18:00"
"1807AR650-042",-7.59571,43.60511,-8.6235,42.97784,M2,0,29,,2022-08-15 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2212AR095-016",-8.94143,43.00296,-8.63223,42.97864,M1,0,2,,2022-08-02 08:00:00.000,"2022-08-08",,"14:00","18:00"
"1706AR196-001",-7.26008,43.3973,-8.77024,42.09346,M2,0,23,,2022-08-12 14:00:00.000,"2022-08-15",,"14:00","18:00"
"2212AR095-001",-8.73342,43.11353,-8.73605,42.55994,M1,0,12,,2022-08-07 08:00:00.000,"2022-08-11",,"14:00","18:00"
"2212AR092-001",-8.97718,43.06946,-8.74048,42.55682,M1,0,44,,2022-08-23 08:00:00.000,"2022-08-26",,"14:00","18:00"
"1906AR208-002",-7.262,43.45002,-7.27911,43.40448,M2,0,12,,2022-08-07 08:00:00.000,"2022-08-14",,"14:00","18:00"
"2105AR039-001",-7.18398,43.36465,-7.40833,43.67816,M3,0,25,,2022-08-13 14:00:00.000,"2022-08-22",,"14:00","18:00"
"2212AR101-005",-8.83048,43.15083,-8.6141,42.99154,M1,0,27,,2022-08-14 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2204AR049-001",-7.08778,43.41834,-7.79718,43.62744,M0,0,49,,2022-08-25 14:00:00.000,"2022-09-03",,"14:00","18:00"
"2104AR022-001",-7.10144,43.42482,-7.40069,43.65634,M3,0,14,,2022-08-08 08:00:00.000,"2022-08-17",,"14:00","18:00"
"1905AR175-002",-7.2364,43.4715,-7.47307,43.62976,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-20",,"14:00","18:00"
"1907AR359-001",-7.40852,43.67904,-8.44516,42.36987,M3,0,37,,2022-08-19 14:00:00.000,"2022-08-24",,"14:00","18:00"
"1907AR356-001",-7.51179,43.72336,-8.45099,42.3701,M3,0,17,,2022-08-09 14:00:00.000,"2022-08-13",,"14:00","18:00"
"1904AR041-001",-7.15525,43.40533,-8.01583,43.63681,M2,0,21,,2022-08-11 14:00:00.000,"2022-08-20",,"14:00","18:00"
"2105AR095-003",-7.25569,43.46184,-7.3559,43.46301,M3,0,19,,2022-08-10 14:00:00.000,"2022-08-17",,"14:00","18:00"
"2206AR025-002",-7.37447,43.60106,-7.72258,43.52942,M0,0,35,,2022-08-18 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2209AR042-007",-8.12006,43.35576,-8.66295,42.50935,M1,0,6,,2022-08-04 08:00:00.000,"2022-08-13",,"14:00","18:00"
"1807AR526-001",-7.42393,43.66444,-8.4503,42.37006,M2,0,30,,2022-08-16 08:00:00.000,"2022-08-21",,"14:00","18:00"
"1904AR040-002",-7.15885,43.39346,-8.06722,43.27821,M2,0,5,,2022-08-03 14:00:00.000,"2022-08-12",,"14:00","18:00"
"2207AR090-023",-7.53647,43.70453,-8.67311,42.49376,M1,0,39,,2022-08-20 14:00:00.000,"2022-08-24",,"14:00","18:00"
"2207AR090-022",-7.53675,43.7047,-8.67436,42.49329,M1,0,34,,2022-08-18 08:00:00.000,"2022-08-22",,"14:00","18:00"
"1905AR146-001",-7.23824,43.51771,-7.4113,43.61206,M2,0,24,,2022-08-13 08:00:00.000,"2022-08-19",,"14:00","18:00"
"2105AR117-010",-7.24633,43.51544,-6.84851,43.49136,M2,0,41,,2022-08-21 14:00:00.000,"2022-08-25",,"14:00","18:00"
"2003AR129-002",-6.02797,43.50302,-8.39629,42.65083,M3,0,15,,2022-08-08 14:00:00.000,"2022-08-17",,"14:00","18:00"
"1807AR705-001",-7.51685,43.61491,-8.62328,42.99532,M2,0,26,,2022-08-14 08:00:00.000,"2022-08-21",,"14:00","18:00"
"2111AR064-002",-8.50292,43.22402,-9.02909,42.66894,M3,0,6,,2022-08-04 08:00:00.000,"2022-08-07",,"14:00","18:00"
"2104AR023-004",-7.09522,43.42352,-7.4548,43.66883,M3,0,3,,2022-08-02 14:00:00.000,"2022-08-09",,"14:00","18:00"
"1804AR127-002",-7.15418,43.38984,-8.75433,41.97872,M2,0,30,,2022-08-16 08:00:00.000,"2022-08-23",,"14:00","18:00"
"2107AR054-002",-7.48044,43.64684,-7.2904,43.16794,M3,0,44,,2022-08-23 08:00:00.000,"2022-09-01",,"14:00","18:00"
"1807AR508-001",-7.42804,43.68378,-8.45068,42.36984,M2,0,48,,2022-08-25 08:00:00.000,"2022-08-30",,"14:00","18:00"
"1807AR751-004",-7.39604,43.47811,-8.69725,42.94263,M2,0,37,,2022-08-19 14:00:00.000,"2022-08-25",,"14:00","18:00"
"2005AR114-002",-7.23511,43.50634,-8.69737,42.94252,M3,0,16,,2022-08-09 08:00:00.000,"2022-08-14",,"14:00","18:00"
"2103AR075-005",-6.06885,43.51044,-7.40083,43.65599,M3,0,20,,2022-08-11 08:00:00.000,"2022-08-20",,"14:00","18:00"
"2107AR196-007",-7.455,43.66939,-8.53346,42.59946,M3,0,29,,2022-08-15 14:00:00.000,"2022-08-24",,"14:00","18:00"
"2006AR102-002",-7.33865,43.40864,-9.03534,42.61961,M3,0,18,,2022-08-10 08:00:00.000,"2022-08-19",,"14:00","18:00"
"2107AR196-006",-7.41268,43.68225,-8.53348,42.59986,M3,0,39,,2022-08-20 14:00:00.000,"2022-08-25",,"14:00","18:00"
"2105AR117-024",-7.32599,43.59938,-7.08359,43.41648,M2,0,29,,2022-08-15 14:00:00.000,"2022-08-24",,"14:00","18:00"
"2207AR090-018",-7.53701,43.70648,-8.66705,42.49871,M1,0,13,,2022-08-07 14:00:00.000,"2022-08-16",,"14:00","18:00"
"2207AR090-009",-7.53863,43.70677,-8.72991,42.47622,M1,0,31,,2022-08-16 14:00:00.000,"2022-08-25",,"14:00","18:00"
"2021AR065-010",-7.20409,43.2195,-7.40893,43.67992,M3,0,19,,2022-08-10 14:00:00.000,"2022-08-14",,"14:00","18:00"
"1907AR471-001",-7.43424,43.67465,-7.79806,43.62445,M0,0,1,,2022-08-01 14:00:00.000,"2022-08-05",,"14:00","18:00"
"2005AR072-006",-7.22732,43.47951,-7.81158,43.61876,M0,0,39,,2022-08-20 14:00:00.000,"2022-08-27",,"14:00","18:00"
"2107AR089-001",-7.51084,43.69181,-7.44013,43.30959,M3,0,47,,2022-08-24 14:00:00.000,"2022-09-01",,"14:00","18:00"
"2207AR090-016",-7.53717,43.70788,-8.74692,42.48486,M1,0,9,,2022-08-05 14:00:00.000,"2022-08-14",,"14:00","18:00"
"1907AR358-003",-7.4311,43.63513,-7.34102,43.53796,M2,0,49,,2022-08-25 14:00:00.000,"2022-08-31",,"14:00","18:00"
"1907AR358-002",-7.42952,43.63499,-7.34182,43.53665,M2,0,22,,2022-08-12 08:00:00.000,"2022-08-18",,"14:00","18:00"
"1905AR037-001",-7.07623,43.51683,-7.63525,43.63006,M2,0,37,,2022-08-19 14:00:00.000,"2022-08-23",,"14:00","18:00"
"1606AR142-003",-7.31166,43.49151,-7.26122,43.25705,M2,0,29,,2022-08-15 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2021AR065-001",-7.19744,43.22698,-7.50751,43.55801,M3,0,38,,2022-08-20 08:00:00.000,"2022-08-23",,"14:00","18:00"
"1905AR174-002",-7.23776,43.47424,-7.52979,43.69763,M2,0,23,,2022-08-12 14:00:00.000,"2022-08-20",,"14:00","18:00"
"2021AR065-018",-7.19554,43.21501,-7.49042,43.67289,M3,0,26,,2022-08-14 08:00:00.000,"2022-08-21",,"14:00","18:00"
"2021AR065-007",-7.20318,43.2169,-7.41723,43.66299,M3,0,19,,2022-08-10 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2207AR066-009",-7.52266,43.70159,-8.55394,42.40341,M1,0,4,,2022-08-03 08:00:00.000,"2022-08-10",,"14:00","18:00"
"2207AR066-007",-7.51823,43.68172,-8.56244,42.40427,M1,0,9,,2022-08-05 14:00:00.000,"2022-08-10",,"14:00","18:00"
"1705AR118-001",-7.10522,43.43752,-8.75329,42.06997,M2,0,31,,2022-08-16 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2111AR059-002",-8.61255,43.1785,-6.67431,43.5092,M2,0,0,,2022-08-01 08:00:00.000,"2022-08-05",,"14:00","18:00"
"2105AR117-017",-7.32206,43.59894,-7.69235,43.09767,M1,0,15,,2022-08-08 14:00:00.000,"2022-08-16",,"14:00","18:00"
"1606AR043-001",-7.26202,43.45149,-7.29999,43.48774,M2,0,25,,2022-08-13 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2107AR199-002",-7.47684,43.61466,-6.68258,43.51026,M2,0,35,,2022-08-18 14:00:00.000,"2022-08-26",,"14:00","18:00"
"2103AR075-003",-6.06712,43.51451,-7.51212,43.69505,M3,0,27,,2022-08-14 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2103AR075-001",-6.0669,43.50234,-7.53041,43.69672,M3,0,37,,2022-08-19 14:00:00.000,"2022-08-25",,"14:00","18:00"
"1905AR170-008",-7.23925,43.46838,-7.57323,43.70847,M2,0,45,,2022-08-23 14:00:00.000,"2022-08-28",,"14:00","18:00"
"1807AR650-003",-7.58763,43.59306,-8.52393,42.67838,M2,0,49,,2022-08-25 14:00:00.000,"2022-09-03",,"14:00","18:00"
"2021AR098-001",-7.23593,43.20879,-7.66927,43.57162,M3,0,2,,2022-08-02 08:00:00.000,"2022-08-09",,"14:00","18:00"
"2207AR071-001",-7.48172,43.65885,-8.48403,42.40427,M1,0,28,,2022-08-15 08:00:00.000,"2022-08-19",,"14:00","18:00"
"2007AR191-001",-7.50388,43.70039,-8.7419,43.04521,M3,0,31,,2022-08-16 14:00:00.000,"2022-08-24",,"14:00","18:00"
"1905AR182-001",-7.23777,43.47309,-7.54774,43.70531,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-23",,"14:00","18:00"
"1905AR204-004",-7.22295,43.43711,-7.55601,43.7068,M2,0,3,,2022-08-02 14:00:00.000,"2022-08-05",,"14:00","18:00"
"2105AR067-001",-7.18825,43.47756,-7.52453,43.69977,M3,0,5,,2022-08-03 14:00:00.000,"2022-08-08",,"14:00","18:00"
"2105AR117-014",-7.28806,43.54352,-7.69295,43.0933,M1,0,9,,2022-08-05 14:00:00.000,"2022-08-14",,"14:00","18:00"
"2106AR074-011",-7.43307,43.57082,-6.67421,43.50941,M3,0,49,,2022-08-25 14:00:00.000,"2022-08-28",,"14:00","18:00"
"1606AR071-002",-7.2631,43.43054,-7.3041,43.49059,M2,0,7,,2022-08-04 14:00:00.000,"2022-08-09",,"14:00","18:00"
"2005AR086-002",-7.19328,43.30753,-7.07536,43.48233,M2,0,3,,2022-08-02 14:00:00.000,"2022-08-05",,"14:00","18:00"
"1906AR185-006",-7.13269,43.45351,-7.18893,43.45136,M2,0,29,,2022-08-15 14:00:00.000,"2022-08-22",,"14:00","18:00"
"2207AR075-006",-7.44376,43.62045,-8.52992,42.47721,M1,0,5,,2022-08-03 14:00:00.000,"2022-08-10",,"14:00","18:00"
"2212AR095-009",-8.7421,43.11695,-8.62138,42.97311,M1,0,30,,2022-08-16 08:00:00.000,"2022-08-22",,"14:00","18:00"
"2005AR067-001",-7.26648,43.50623,-7.13719,43.37117,M2,0,39,,2022-08-20 14:00:00.000,"2022-08-24",,"14:00","18:00"
"1921AR030-001",-7.50066,43.2985,-7.31685,43.49882,M2,0,49,,2022-08-25 14:00:00.000,"2022-09-03",,"14:00","18:00"
"2003AR085-012",-6.03207,43.48883,-7.18483,43.52999,M2,0,0,,2022-08-01 08:00:00.000,"2022-08-08",,"14:00","18:00"
"2207AR073-001",-7.43261,43.64324,-8.48139,42.40432,M1,0,23,,2022-08-12 14:00:00.000,"2022-08-16",,"14:00","18:00"
"2004AR107-001",-7.13722,43.41716,-8.76417,42.98076,M3,0,0,,2022-08-01 08:00:00.000,"2022-08-07",,"14:00","18:00"
"1905AR104-002",-7.23109,43.48237,-8.49564,42.26306,M3,0,3,,2022-08-02 14:00:00.000,"2022-08-06",,"14:00","18:00"
"1707AR321-001",-7.54802,43.6336,-8.49978,42.30279,M3,0,47,,2022-08-24 14:00:00.000,"2022-08-28",,"14:00","18:00"
"2106AR074-008",-7.36623,43.59974,-6.67956,43.51047,M3,0,18,,2022-08-10 08:00:00.000,"2022-08-15",,"14:00","18:00"
"2112AR035-007",-8.9812,43.07846,-6.67436,43.50986,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-25",,"14:00","18:00"
"2206AR061-006",-7.47059,43.55624,-8.30731,42.135,M1,0,3,,2022-08-02 14:00:00.000,"2022-08-05",,"14:00","18:00"
"2005AR046-001",-7.22195,43.40865,-7.21742,43.41911,M2,0,3,,2022-08-02 14:00:00.000,"2022-08-06",,"14:00","18:00"
"2106AR074-006",-7.34775,43.60275,-6.68205,43.51178,M3,0,5,,2022-08-03 14:00:00.000,"2022-08-06",,"14:00","18:00"
"1807AR533-001",-7.63903,43.55253,-8.53257,42.49825,M2,0,39,,2022-08-20 14:00:00.000,"2022-08-27",,"14:00","18:00"
"1904AR141-015",-7.14812,43.40148,-7.63562,43.63014,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-26",,"14:00","18:00"
"2206AR064-001",-7.32681,43.60978,-8.71246,42.05592,M1,0,46,,2022-08-24 08:00:00.000,"2022-08-27",,"14:00","18:00"
"2204AR014-035",-7.12765,43.4051,-8.6911,42.09515,M1,0,37,,2022-08-19 14:00:00.000,"2022-08-27",,"14:00","18:00"
"2105AR117-025",-7.32848,43.60086,-7.08168,43.40529,M2,0,33,,2022-08-17 14:00:00.000,"2022-08-21",,"14:00","18:00"
"2105AR056-003",-7.17427,43.33292,-7.53924,43.61156,M3,0,29,,2022-08-15 14:00:00.000,"2022-08-23",,"14:00","18:00"
"1904AR008-005",-7.13112,43.39469,-8.42734,43.2669,M2,0,19,,2022-08-10 14:00:00.000,"2022-08-17",,"14:00","18:00"
"2105AR095-001",-7.20786,43.49856,-7.27785,43.46759,M3,0,43,,2022-08-22 14:00:00.000,"2022-08-28",,"14:00","18:00"
"2106AR020-006",-7.41619,43.47835,-7.08865,43.42084,M2,0,5,,2022-08-03 14:00:00.000,"2022-08-09",,"14:00","18:00"
"1807AR650-006",-7.58718,43.59216,-8.54045,42.67334,M2,0,22,,2022-08-12 08:00:00.000,"2022-08-16",,"14:00","18:00"
"2105AR117-030",-7.33338,43.59647,-7.08122,43.40938,M2,0,25,,2022-08-13 14:00:00.000,"2022-08-16",,"14:00","18:00"
"1904AR009-003",-7.17171,43.40397,-8.42829,43.26713,M2,0,4,,2022-08-03 08:00:00.000,"2022-08-10",,"14:00","18:00"
"1905AR204-009",-7.22295,43.43698,-7.40648,43.57481,M2,0,20,,2022-08-11 08:00:00.000,"2022-08-14",,"14:00","18:00"
"1606AR071-001",-7.2804,43.46724,-7.30413,43.49031,M2,0,10,,2022-08-06 08:00:00.000,"2022-08-10",,"14:00","18:00"
"1606AR041-002",-7.27651,43.44937,-7.40022,43.47683,M2,0,2,,2022-08-02 08:00:00.000,"2022-08-09",,"14:00","18:00"
"1905AR149-018",-7.21477,43.41718,-7.4572,43.68492,M2,0,39,,2022-08-20 14:00:00.000,"2022-08-28",,"14:00","18:00"
"1905AR149-013",-7.22487,43.41717,-7.45728,43.68493,M2,0,23,,2022-08-12 14:00:00.000,"2022-08-19",,"14:00","18:00"
"2021AR037-001",-7.45452,43.28044,-7.55656,43.6158,M3,0,18,,2022-08-10 08:00:00.000,"2022-08-18",,"14:00","18:00"
"2020AR054-001",-7.61732,43.41647,-7.55683,43.61531,M3,0,36,,2022-08-19 08:00:00.000,"2022-08-27",,"14:00","18:00"
"1905AR169-001",-7.17035,43.48533,-7.45689,43.68495,M2,0,44,,2022-08-23 08:00:00.000,"2022-08-28",,"14:00","18:00"
"2021AR037-002",-7.45134,43.27543,-7.55612,43.61679,M3,0,47,,2022-08-24 14:00:00.000,"2022-09-02",,"14:00","18:00"
"1905AR174-001",-7.23556,43.4736,-7.57371,43.70914,M2,0,14,,2022-08-08 08:00:00.000,"2022-08-17",,"14:00","18:00"
"1807AR639-001",-7.64826,43.55865,-8.57182,42.56413,M2,0,7,,2022-08-04 14:00:00.000,"2022-08-13",,"14:00","18:00"
"2106AR067-002",-7.32342,43.46297,-7.02605,43.45588,M3,0,29,,2022-08-15 14:00:00.000,"2022-08-23",,"14:00","18:00"
"2107AR203-009",-7.32266,43.46197,-8.61695,42.43385,M3,0,49,,2022-08-25 14:00:00.000,"2022-09-03",,"14:00","18:00"
"2106AR029-001",-7.32864,43.41287,-7.09887,43.42176,M2,0,42,,2022-08-22 08:00:00.000,"2022-08-27",,"14:00","18:00"
"2206AR025-006",-7.37447,43.61143,-7.36339,43.61448,M0,0,29,,2022-08-15 14:00:00.000,"2022-08-20",,"14:00","18:00"
